736*736,541696,1,233659
736*736,541696,2,237938
736*736,541696,3,233372
736*736,541696,4,233402
736*736,541696,5,236650
736*736,541696,6,236741
736*736,541696,7,234784
736*736,541696,8,233672
736*736,541696,9,232339
736*736,541696,10,232453
736*736,541696,8,232282
736*736,541696,9,231453
736*736,541696,10,231729
736*736,541696,11,232213
736*736,541696,12,237054
736*736,541696,13,233664
736*736,541696,14,234083
736*736,541696,15,233169
736*736,541696,16,231667
736*736,541696,17,235700
736*736,541696,18,236832
736*736,541696,19,238466
736*736,541696,20,234310
736*736,541696,21,239518
736*736,541696,4,231.473
736*736,541696,5,234.33
736*736,541696,6,230.616
736*736,541696,7,231.426
736*736,541696,8,230.898
736*736,541696,9,231.309
736*736,541696,10,232.147
736*736,541696,11,233.985
736*736,541696,12,232.686
736*736,541696,13,231.74
736*736,541696,14,235.316
736*736,541696,15,232.832
736*736,541696,16,232.948
736*736,541696,17,231.096
736*736,541696,18,239.332
736*736,541696,19,233.474
736*736,541696,20,233.051
736*736,541696,21,232.876
736*736,541696,22,235.814
736*736,541696,23,233.628
736*736,541696,24,231.322
736*736,541696,25,231.343
736*736,541696,26,232.178
736*736,541696,27,232.342
736*736,541696,28,231.675
736*736,541696,29,233.067
736*736,541696,30,231.14
736*736,541696,31,231.803
736*736,541696,32,233.275
736*736,541696,33,237.373
736*736,541696,34,234.694
736*736,541696,35,235.454
736*736,541696,36,233.758
736*736,541696,37,231.773
736*736,541696,38,231.552
736*736,541696,39,233.224
736*736,541696,40,231.617
736*736,541696,41,232.269
736*736,541696,42,231.842
736*736,541696,43,231.746
736*736,541696,44,233.218
736*736,541696,45,231.477
736*736,541696,46,231.195
736*736,541696,47,230.782
736*736,541696,48,234.036
736*736,541696,49,234.342
736*736,541696,6,232.494
736*736,541696,7,235.928
736*736,541696,8,231.185
736*736,541696,9,232.055
736*736,541696,10,230.912
736*736,541696,11,230.779
736*736,541696,12,231.06
736*736,541696,13,232.05
736*736,541696,14,231.298
736*736,541696,15,251.545
736*736,541696,16,230.247
736*736,541696,17,230.333
736*736,541696,1,225.696
